StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q26_1,Q26_2,Q26_3,Q26_4,Q26_5,Q26_6,Q26_7,Q26_8,Q26_9,Q26_10,Q30,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q28_10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q31,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q13_10,Q29_1,Q29_2,Q29_3,Q29_4,Q29_5,Q29_6,Q29_7,Q29_8,Q29_9,Q29_10,Q20,Q18,Q19,Q19_6_TEXT,Q26,Q21,Q22,Q21,Q25,Q25_17_TEXT,Q23,Q24,Q25,Q16_1,Q16_2,Q16_3
2020-10-05 18:06:48,2020-10-05 18:16:13,IP Address,74.105.51.110,100,565,True,2020-10-05 18:16:13,R_V54NyFbmp9RjHgd,,,,,41.0095062255859375,-74.00789642333984375,anonymous,EN,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,True,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,True,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,25-34 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$150,000 or more",No,"Pop,Rock,Hip hop,Folk,Musical theater,EDM",,$100 to $250,$100 to $250,$100 to $250,0,1,2
2020-10-05 18:14:55,2020-10-05 18:29:13,IP Address,96.225.28.3,100,858,True,2020-10-05 18:29:14,R_3GxIjckHpypNiLG,,,,,40.657501220703125,-74.3094024658203125,anonymous,EN,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Agree,Strongly Disagree,True,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,True,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,45-54 years old,Female,Hispanic or Latino,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$100,000 to $149,999",No,"Pop,Rock,Hip hop,Blues,Country,R&B",,$25 to $50,Less than $25,Less than $25,-1,2,2
2020-10-05 18:55:21,2020-10-05 19:05:46,IP Address,24.171.70.218,100,625,True,2020-10-05 19:05:47,R_3knr5kH8t5JYGxC,,,,,38.3170928955078125,-88.9136962890625,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Neutral,False,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,False,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Somewhat Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,45-54 years old,Female,White,,"Midwest - IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI",Married or domestic partnership,"$25,000 to $34,999",No,"Rock,Country",,$50 to $100,$0,$0,2,-1,0
2020-10-05 19:13:41,2020-10-05 19:22:52,IP Address,73.99.51.31,100,551,True,2020-10-05 19:22:53,R_3Ocu1zCoZmqJwuP,,,,,38.4474945068359375,-78.86930084228515625,anonymous,EN,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Disagree,False,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,False,Somewhat Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,35-44 years old,Female,White,,"Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV",Divorced,"$100,000 to $149,999",No,"Pop,Rock,Hip hop,Folk,Country",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25",$0,2,-2,1
2020-10-05 19:28:56,2020-10-05 19:33:55,IP Address,69.113.69.90,100,299,True,2020-10-05 19:33:56,R_3ldAMe0et1mvBdL,,,,,40.8948974609375,-74.0110015869140625,anonymous,EN,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Neutral,False,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,False,Somewhat Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Somewhat Agree,Neutral,Strongly Agree,Neutral,Neutral,Somewhat Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Disagree,Neutral,25-34 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","$50,000 to $74,999",No,"Pop,Rock,Hip hop,Heavy metal,Country",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25","$0,Less than $25",2,-1,-1
2020-10-05 19:31:28,2020-10-05 19:40:06,IP Address,69.125.67.238,100,518,True,2020-10-05 19:40:06,R_0B3guLz7qODr5RL,,,,,40.858306884765625,-74.0702972412109375,anonymous,EN,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,False,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,True,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,45-54 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","$75,000 to $99,999",No,"Pop,Rock,Country",,$100 to $250,$0,Less than $25,0,1,0
2020-10-05 19:35:51,2020-10-05 19:40:40,IP Address,69.125.67.238,100,289,True,2020-10-05 19:40:40,R_3QYkgKzztWgUwSg,,,,,40.858306884765625,-74.0702972412109375,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,False,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,False,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,25-34 years old,Male,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","$50,000 to $74,999",No,"Pop,Rock,Musical theater,Country",,$100 to $250,$0,$0,2,1,2
2020-10-05 19:32:19,2020-10-05 20:29:10,IP Address,100.35.126.252,100,3411,True,2020-10-05 20:29:11,R_UL4UKLoxLTX8XzX,,,,,41.0095062255859375,-74.00789642333984375,anonymous,EN,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,True,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,True,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Strongly Disagree,45-54 years old,Would prefer not to say,,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,,No,"Pop,Rock,Jazz,Blues,Musical theater,Classical,Country",,$100 to $250,$0,$25 to $50,-2,2,2
2020-10-05 20:27:16,2020-10-05 20:35:35,IP Address,149.151.85.121,100,498,True,2020-10-05 20:35:35,R_3p9z1TaP5R3hRoO,,,,,40.945098876953125,-74.2530975341796875,anonymous,EN,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Neutral,True,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,True,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,18-24 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT","Single, never married","Less than $25,000",No,"Pop,Hip hop,Jazz,R&B,Other",Rap,"Less than $25,$25 to $50,$50 to $100,$100 to $250","Less than $25,$25 to $50,$50 to $100","$0,Less than $25",1,1,2
2020-10-05 20:32:35,2020-10-05 20:42:08,IP Address,73.45.46.48,100,572,True,2020-10-05 20:42:08,R_2ysjS9DHAWufbp7,,,,,41.9409027099609375,-87.6531982421875,anonymous,EN,Neutral,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Strongly Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neutral,False,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Neutral,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,True,Neutral,Neutral,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,18-24 years old,Female,"White,Asian / Pacific Islander",,"Midwest - IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI","Single, never married","$25,000 to $34,999",No,"Pop,Rock,Hip hop,Heavy metal,Musical theater,R&B",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25,$25 to $50","$0,Less than $25",-1,2,2
2020-10-05 19:49:17,2020-10-05 22:08:04,IP Address,24.187.130.27,100,8327,True,2020-10-05 22:08:04,R_1CDYXZlL1LvcG4r,,,,,41.0095062255859375,-74.00789642333984375,anonymous,EN,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Strongly Disagree,True,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Disagree,Strongly Agree,Strongly Disagree,True,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Strongly Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Strongly Disagree,45-54 years old,Female,Hispanic or Latino,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$150,000 or more",No,"Pop,Rock,Hip hop,Jazz,Heavy metal,Musical theater,Classical",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250,$250 to $500","$0,Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25,$25 to $50,$50 to $100,$100 to $250",2,2,2
2020-10-05 22:19:55,2020-10-05 22:27:04,IP Address,69.142.62.46,100,428,True,2020-10-05 22:27:05,R_3rNy4yHQ32mNYvL,,,,,40.3751068115234375,-74.925201416015625,anonymous,EN,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,True,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Neutral,Somewhat Agree,Neutral,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Disagree,True,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,35-44 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$150,000 or more",No,"Pop,Rock,Hip hop,Jazz,Blues,Folk,Heavy metal,Musical theater,Classical,Country,R&B,EDM",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250,$250 to $500","$0,Less than $25,$25 to $50","$0,Less than $25,$25 to $50,$50 to $100",,2,2
2020-10-05 23:21:58,2020-10-05 23:30:39,IP Address,69.112.184.141,100,520,True,2020-10-05 23:30:39,R_22EsIvsR7ejA2Yj,,,,,41.1461944580078125,-73.9965972900390625,anonymous,EN,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Neutral,Strongly Agree,Neutral,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,False,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,False,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Neutral,Neutral,Neutral,Strongly Disagree,35-44 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$75,000 to $99,999",No,"Pop,Rock,Folk,Heavy metal,Classical,Country",,$50 to $100,$0,Less than $25,-2,2,2
2020-10-06 06:48:01,2020-10-06 07:04:22,IP Address,69.122.216.229,100,980,True,2020-10-06 07:04:22,R_3fjj8fT0tJMYhsk,,,,,41.0095062255859375,-74.00789642333984375,anonymous,EN,Somewhat Agree,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,False,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,False,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Neutral,Somewhat Agree,Neutral,Somewhat Agree,45-54 years old,Female,White,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",Married or domestic partnership,"$100,000 to $149,999",No,"Pop,Rock,Heavy metal,Musical theater,Country",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250,$250 to $500","$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25,$25 to $50",2,0,0
2020-10-06 10:34:49,2020-10-06 10:44:00,IP Address,92.245.159.170,100,551,True,2020-10-06 10:44:01,R_4Vg6unBFKrcJWzn,,,,,45.3428955078125,4.8657989501953125,anonymous,EN,Strongly Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Neutral,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Neutral,Somewhat Agree,Somewhat Disagree,Somewhat Agree,False,Somewhat Agree,Neutral,Somewhat Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Disagree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Somewhat Disagree,Neutral,Strongly Disagree,False,Somewhat Disagree,Neutral,Neutral,Somewhat Agree,Strongly Disagree,Strongly Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Neutral,Strongly Disagree,Neutral,Neutral,Somewhat Agree,Somewhat Agree,Strongly Disagree,Neutral,Somewhat Agree,18-24 years old,Female,White,,"Southeast - AL, AR, FL, GA, KY, LA, MS, NC, SC, TN, VA, WV","Single, never married","Less than $25,000",Yes,"Pop,Rock,Heavy metal",,"Less than $25,$25 to $50,$50 to $100,$100 to $250","$0,Less than $25","Less than $25,$25 to $50",-2,2,2
2020-10-06 11:47:03,2020-10-06 11:58:04,IP Address,74.105.39.92,100,661,True,2020-10-06 11:58:04,R_1DTgca5LGMKQIQL,,,,,41.0095062255859375,-74.00789642333984375,anonymous,EN,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Neutral,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,False,Neutral,Neutral,Somewhat Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Somewhat Agree,Neutral,Neutral,Somewhat Agree,True,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Disagree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,35-44 years old,Male,Asian / Pacific Islander,,"Northeast - CT, DC, DE, MA, MD, ME, NH, NJ, NY, PA, RI, VT",,"$150,000 or more",No,"Rock,Heavy metal,Country",,$100 to $250,$0,$50 to $100,2,1,2
2020-10-06 11:53:18,2020-10-06 12:07:38,IP Address,162.155.129.250,100,859,True,2020-10-06 12:07:38,R_AaDHye4YlnSa8bT,,,,,40.0457000732421875,-83.0720977783203125,anonymous,EN,Somewhat Disagree,Somewhat Agree,Strongly Agree,Somewhat Disagree,Strongly Agree,Somewhat Agree,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Agree,Strongly Agree,Somewhat Agree,Somewhat Disagree,False,Somewhat Agree,Strongly Agree,Somewhat Agree,Strongly Agree,Strongly Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Strongly Agree,Neutral,Strongly Agree,Somewhat Agree,Somewhat Disagree,Neutral,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Disagree,Somewhat Agree,Strongly Agree,True,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,Somewhat Disagree,Somewhat Agree,Neutral,Somewhat Agree,Somewhat Agree,Somewhat Agree,Somewhat Disagree,25-34 years old,Female,White,,"Midwest - IA, IL, IN, KS, MI, MN, MO, ND, NE, OH, SD, WI",Married or domestic partnership,"$25,000 to $34,999",Yes,"Rock,Hip hop,R&B,EDM",,"$0,Less than $25,$25 to $50,$50 to $100,$100 to $250,$250 to $500","$0,Less than $25,$25 to $50,$50 to $100","$0,Less than $25,$25 to $50",2,0,0
